"I","L","S","% Full accident coverage","% Partial1 accident coverage","% Partial2 accident coverage","% Partial3 accident coverage","% Null accident coverage"
168,100,10,44.3632000183724,0,38.0691658915797,0,0
168,100,50,22.5318675944323,0,40.8298702619349,0,0.138590203106332
168,100,100,12.0394619446508,0,21.4186099428508,0,1.12850666384
168,100,150,8.83933882607652,0,2.36401347630695,0,2.43933554180107
168,100,200,5.97406607616944,0,1.32034148175258,0,4.05947151871857
270,100,10,37.2852654439213,0,44.5521954253879,0,0
270,100,50,27.8349596765127,0,40.0274069557501,0,0.557864234623069
270,100,100,4.62706331711805,0,0.722626528132431,0,4.90838323578883
270,100,150,4.1325757952203,0,0.645535558593204,0,7.70859017277971
270,100,200,4.54204052545552,0,0.903779125709457,0,5.57299352835002
500,100,10,40.5491977437571,0,40.2097067432737,0,3.71033950195595
500,100,50,27.3828181627167,0,30.0982435545374,0,2.853446543202
500,100,100,3.94321503486865,0,1.45367635018804,0,13.3907671600436
500,100,150,4.02745035690895,0,0.402469126579455,0,14.4058254364436
500,100,200,3.32291593146396,0,0.447816332303169,0,13.5027884304237
900,100,10,45.4852858885924,0,23.9514277381716,0,20.5827659217603
900,100,50,32.9541673532854,0,26.8327457461036,0,16.4656623472623
900,100,100,15.4519744740468,0,8.7405146683547,0,26.609646492037
900,100,150,4.60716182813694,0,0.271316097744451,0,31.2406588736392
900,100,200,4.29913262393982,0,0.321972773423737,0,31.8988800219269
1500,100,10,47.736288983423,0,27.1205672876601,0,16.4418687829525
1500,100,50,36.2325605665821,0,26.390827865235,0,23.0037589929762
1500,100,100,27.9910792132815,0,14.3041474246785,0,35.738032448843
1500,100,150,18.0020166562933,0,7.16099226829062,0,42.6098052156558
1500,100,200,5.64523961104854,0,0.125803861411083,0,43.6294381272825
